WAVENUMBER         COMPLEX_FREQUENCY   RESIDUAL_OUTPUT_D(w, k)              PDF_ARGUMENT
1.196e-04       3.836e+01-2.547e-02j      2.384e-07+1.439e-09j     -3.182e-02-9.734e-05j
1.197e-04       3.837e+01-2.540e-02j      2.384e-07-3.575e-10j     -3.173e-02-9.697e-05j
1.198e-04       3.838e+01-2.533e-02j      9.537e-07+1.611e-07j     -3.164e-02-9.659e-05j
1.200e-04       3.840e+01-2.526e-02j      4.768e-07-1.133e-10j     -3.156e-02-9.622e-05j
1.201e-04       3.841e+01-2.520e-02j      2.384e-07-4.270e-10j     -3.147e-02-9.585e-05j
1.203e-04       3.842e+01-2.513e-02j     -2.384e-07-2.876e-10j     -3.139e-02-9.548e-05j
1.204e-04       3.843e+01-2.506e-02j     -4.768e-07-8.352e-10j     -3.130e-02-9.511e-05j
1.206e-04       3.845e+01-2.499e-02j     -2.384e-07+8.027e-11j     -3.121e-02-9.474e-05j
1.207e-04       3.846e+01-2.493e-02j      0.000e+00-5.737e-10j     -3.113e-02-9.438e-05j
1.209e-04       3.847e+01-2.486e-02j      2.384e-07-1.598e-09j     -3.105e-02-9.401e-05j
1.210e-04       3.848e+01-2.479e-02j      4.768e-07-3.042e-09j     -3.096e-02-9.365e-05j
1.211e-04       3.850e+01-2.473e-02j     -2.384e-07+5.332e-10j     -3.088e-02-9.329e-05j
1.213e-04       3.851e+01-2.466e-02j      4.768e-07+5.900e-10j     -3.079e-02-9.293e-05j
1.214e-04       3.852e+01-2.460e-02j      7.153e-07-1.814e-09j     -3.071e-02-9.257e-05j
1.216e-04       3.853e+01-2.453e-02j     -9.537e-07+2.136e-09j     -3.063e-02-9.221e-05j
1.217e-04       3.855e+01-2.446e-02j      9.537e-07-6.328e-09j     -3.054e-02-9.185e-05j
1.219e-04       3.856e+01-2.440e-02j      0.000e+00+1.011e-09j     -3.046e-02-9.150e-05j
1.220e-04       3.857e+01-2.433e-02j      4.768e-07-1.556e-09j     -3.038e-02-9.114e-05j
1.221e-04       3.858e+01-2.426e-02j      2.384e-07-7.106e-10j     -3.030e-02-9.079e-05j
1.223e-04       3.860e+01-2.420e-02j      0.000e+00+3.171e-10j     -3.022e-02-9.043e-05j
1.224e-04       3.861e+01-2.413e-02j      0.000e+00+2.502e-09j     -3.013e-02-9.008e-05j
1.226e-04       3.862e+01-2.407e-02j      7.153e-07-1.507e-10j     -3.005e-02-8.973e-05j
1.227e-04       3.863e+01-2.400e-02j     -4.768e-07+4.653e-10j     -2.997e-02-8.939e-05j
1.229e-04       3.864e+01-2.394e-02j      9.537e-07-4.588e-09j     -2.989e-02-8.904e-05j
1.230e-04       3.866e+01-2.387e-02j      0.000e+00-1.280e-09j     -2.981e-02-8.869e-05j
1.232e-04       3.867e+01-2.381e-02j      2.384e-07-2.207e-09j     -2.973e-02-8.835e-05j
1.233e-04       3.868e+01-2.374e-02j      7.153e-07-1.567e-09j     -2.965e-02-8.800e-05j
1.234e-04       3.869e+01-2.368e-02j      2.384e-07-2.118e-09j     -2.957e-02-8.766e-05j
1.236e-04       3.871e+01-2.361e-02j     -2.384e-07+4.803e-11j     -2.949e-02-8.732e-05j
1.237e-04       3.872e+01-2.355e-02j      4.768e-07-1.072e-09j     -2.941e-02-8.698e-05j
1.239e-04       3.873e+01-2.348e-02j     -7.153e-07-3.639e-10j     -2.934e-02-8.664e-05j
1.240e-04       3.874e+01-2.342e-02j      4.768e-07-1.122e-09j     -2.926e-02-8.630e-05j
1.242e-04       3.875e+01-2.336e-02j      7.153e-07-2.337e-09j     -2.918e-02-8.597e-05j
1.243e-04       3.877e+01-2.329e-02j     -2.384e-07+1.276e-09j     -2.910e-02-8.563e-05j
1.245e-04       3.878e+01-2.323e-02j      7.153e-07-3.469e-09j     -2.902e-02-8.530e-05j
1.246e-04       3.879e+01-2.316e-02j     -2.384e-07-9.636e-10j     -2.895e-02-8.497e-05j
1.247e-04       3.880e+01-2.310e-02j      2.384e-07+4.466e-10j     -2.887e-02-8.464e-05j
1.249e-04       3.881e+01-2.304e-02j     -7.153e-07+1.630e-09j     -2.879e-02-8.431e-05j
1.250e-04       3.882e+01-2.297e-02j      9.537e-07-3.995e-10j     -2.872e-02-8.398e-05j
1.252e-04       3.884e+01-2.291e-02j      0.000e+00-1.887e-09j     -2.864e-02-8.365e-05j
1.253e-04       3.885e+01-2.285e-02j     -2.384e-07+7.573e-10j     -2.857e-02-8.332e-05j
1.255e-04       3.886e+01-2.278e-02j      2.384e-07-2.894e-10j     -2.849e-02-8.300e-05j
1.256e-04       3.887e+01-2.272e-02j     -9.537e-07+4.304e-08j     -2.841e-02-8.267e-05j
1.257e-04       3.888e+01-2.266e-02j      0.000e+00+3.367e-08j     -2.834e-02-8.235e-05j
1.259e-04       3.890e+01-2.260e-02j     -2.384e-07+3.961e-08j     -2.826e-02-8.203e-05j
1.260e-04       3.891e+01-2.253e-02j     -4.768e-07+3.274e-08j     -2.819e-02-8.171e-05j
1.262e-04       3.892e+01-2.247e-02j      9.537e-07+2.879e-08j     -2.812e-02-8.139e-05j
1.263e-04       3.893e+01-2.241e-02j      2.384e-07+2.589e-08j     -2.804e-02-8.107e-05j
1.265e-04       3.894e+01-2.235e-02j     -4.768e-07+2.468e-08j     -2.797e-02-8.076e-05j
1.266e-04       3.895e+01-2.228e-02j      4.768e-07+2.219e-08j     -2.789e-02-8.044e-05j
1.268e-04       3.897e+01-2.222e-02j     -2.384e-07+2.180e-08j     -2.782e-02-8.013e-05j
1.269e-04       3.898e+01-2.216e-02j     -4.768e-07+1.999e-08j     -2.775e-02-7.981e-05j
1.270e-04       3.899e+01-2.210e-02j      7.153e-07+1.459e-08j     -2.767e-02-7.950e-05j
1.272e-04       3.900e+01-2.204e-02j      0.000e+00+1.583e-08j     -2.760e-02-7.919e-05j
1.273e-04       3.901e+01-2.198e-02j     -4.768e-07+1.194e-08j     -2.753e-02-7.888e-05j
1.275e-04       3.902e+01-2.192e-02j      2.384e-07+1.011e-08j     -2.746e-02-7.857e-05j
1.276e-04       3.903e+01-2.185e-02j      2.384e-07+6.688e-09j     -2.739e-02-7.826e-05j
1.278e-04       3.905e+01-2.179e-02j      7.153e-07+3.147e-09j     -2.731e-02-7.796e-05j
1.279e-04       3.906e+01-2.173e-02j      1.192e-06+2.293e-09j     -2.724e-02-7.765e-05j
1.280e-04       3.907e+01-2.167e-02j     -7.153e-07+2.766e-09j     -2.717e-02-7.735e-05j
1.282e-04       3.908e+01-2.161e-02j     -4.768e-07-5.319e-11j     -2.710e-02-7.705e-05j
1.283e-04       3.909e+01-2.155e-02j     -2.384e-07-2.030e-09j     -2.703e-02-7.674e-05j
1.285e-04       3.910e+01-2.149e-02j      7.153e-07-6.245e-09j     -2.696e-02-7.644e-05j
1.286e-04       3.911e+01-2.143e-02j      7.153e-07-8.247e-09j     -2.689e-02-7.614e-05j
1.288e-04       3.912e+01-2.137e-02j      0.000e+00-7.616e-09j     -2.682e-02-7.585e-05j
1.289e-04       3.914e+01-2.131e-02j     -2.384e-07-9.164e-09j     -2.675e-02-7.555e-05j
1.291e-04       3.915e+01-2.125e-02j     -4.768e-07-1.334e-08j     -2.668e-02-7.525e-05j
1.292e-04       3.916e+01-2.119e-02j      1.192e-06-1.768e-08j     -2.661e-02-7.496e-05j
1.293e-04       3.917e+01-2.113e-02j      4.768e-07-1.765e-08j     -2.654e-02-7.466e-05j
1.295e-04       3.918e+01-2.107e-02j     -2.384e-07-1.689e-08j     -2.647e-02-7.437e-05j
1.296e-04       3.919e+01-2.101e-02j     -7.153e-07-2.174e-08j     -2.640e-02-7.408e-05j
1.298e-04       3.920e+01-2.095e-02j     -7.153e-07-2.206e-08j     -2.634e-02-7.379e-05j
1.299e-04       3.921e+01-2.089e-02j      0.000e+00-2.616e-08j     -2.627e-02-7.350e-05j
1.301e-04       3.923e+01-2.084e-02j      7.153e-07-2.808e-08j     -2.620e-02-7.321e-05j
1.302e-04       3.924e+01-2.078e-02j      9.537e-07-2.797e-08j     -2.613e-02-7.293e-05j
1.303e-04       3.925e+01-2.072e-02j      0.000e+00-2.772e-08j     -2.606e-02-7.264e-05j
1.305e-04       3.926e+01-2.066e-02j      4.768e-07-3.137e-08j     -2.600e-02-7.236e-05j
1.306e-04       3.927e+01-2.060e-02j     -7.153e-07-2.997e-08j     -2.593e-02-7.207e-05j
1.308e-04       3.928e+01-2.054e-02j      1.192e-06-3.700e-08j     -2.586e-02-7.179e-05j
1.309e-04       3.929e+01-2.049e-02j      7.153e-07-3.368e-08j     -2.580e-02-7.151e-05j
1.311e-04       3.930e+01-2.043e-02j     -2.384e-07-2.911e-08j     -2.573e-02-7.123e-05j
1.312e-04       3.931e+01-2.037e-02j      1.431e-06-3.966e-08j     -2.566e-02-7.095e-05j
1.314e-04       3.932e+01-2.031e-02j      0.000e+00-4.360e-08j     -2.560e-02-7.067e-05j
1.315e-04       3.933e+01-2.025e-02j      4.768e-07-4.479e-08j     -2.553e-02-7.039e-05j
1.316e-04       3.935e+01-2.020e-02j     -9.537e-07-4.010e-08j     -2.547e-02-7.012e-05j
1.318e-04       3.936e+01-2.014e-02j     -4.768e-07-4.275e-08j     -2.540e-02-6.984e-05j
1.319e-04       3.937e+01-2.008e-02j      2.384e-07-4.846e-08j     -2.534e-02-6.957e-05j
1.321e-04       3.938e+01-2.003e-02j     -4.768e-07-4.842e-08j     -2.527e-02-6.930e-05j
1.322e-04       3.939e+01-1.997e-02j     -4.768e-07-4.720e-08j     -2.521e-02-6.902e-05j
1.324e-04       3.940e+01-1.991e-02j      1.431e-06-5.413e-08j     -2.514e-02-6.875e-05j
1.325e-04       3.941e+01-1.986e-02j      1.192e-06-5.917e-08j     -2.508e-02-6.848e-05j
1.327e-04       3.942e+01-1.980e-02j     -4.768e-07-5.376e-08j     -2.502e-02-6.821e-05j
1.328e-04       3.943e+01-1.974e-02j      4.768e-07-6.065e-08j     -2.495e-02-6.795e-05j
1.329e-04       3.944e+01-1.969e-02j      0.000e+00-6.054e-08j     -2.489e-02-6.768e-05j
1.331e-04       3.945e+01-1.963e-02j     -1.192e-06-4.397e-08j     -2.482e-02-6.742e-05j
1.332e-04       3.946e+01-1.958e-02j      9.537e-07-6.749e-08j     -2.476e-02-6.715e-05j
1.334e-04       3.947e+01-1.952e-02j      9.537e-07-6.690e-08j     -2.470e-02-6.689e-05j
1.335e-04       3.948e+01-1.946e-02j      7.153e-07-5.862e-08j     -2.464e-02-6.663e-05j
1.337e-04       3.949e+01-1.941e-02j     -2.384e-07-6.567e-08j     -2.457e-02-6.636e-05j
1.338e-04       3.950e+01-1.935e-02j      1.192e-06-6.700e-09j     -2.451e-02-6.610e-05j
1.339e-04       3.952e+01-1.930e-02j     -9.537e-07+2.247e-09j     -2.445e-02-6.584e-05j
1.341e-04       3.953e+01-1.924e-02j      4.768e-07-1.464e-09j     -2.439e-02-6.559e-05j
1.342e-04       3.954e+01-1.919e-02j      7.153e-07-3.001e-09j     -2.433e-02-6.533e-05j
1.344e-04       3.955e+01-1.913e-02j     -2.384e-07+1.228e-09j     -2.426e-02-6.507e-05j
1.345e-04       3.956e+01-1.908e-02j      4.768e-07-1.595e-09j     -2.420e-02-6.482e-05j
1.347e-04       3.957e+01-1.902e-02j     -2.384e-07+3.494e-10j     -2.414e-02-6.456e-05j
1.348e-04       3.958e+01-1.897e-02j      2.384e-07-1.846e-09j     -2.408e-02-6.431e-05j
1.350e-04       3.959e+01-1.892e-02j     -1.431e-06-7.048e-08j     -2.402e-02-6.406e-05j
1.351e-04       3.960e+01-1.886e-02j      2.384e-07-2.994e-11j     -2.396e-02-6.381e-05j
1.352e-04       3.961e+01-1.881e-02j      1.192e-06-6.654e-09j     -2.390e-02-6.356e-05j
1.354e-04       3.962e+01-1.875e-02j     -9.537e-07+4.262e-09j     -2.384e-02-6.331e-05j
1.355e-04       3.963e+01-1.870e-02j      7.153e-07-2.334e-09j     -2.378e-02-6.306e-05j
1.357e-04       3.964e+01-1.865e-02j     -9.537e-07+1.858e-09j     -2.372e-02-6.281e-05j
1.358e-04       3.965e+01-1.859e-02j     -7.153e-07+1.985e-09j     -2.366e-02-6.257e-05j
1.360e-04       3.966e+01-1.854e-02j      2.384e-07-1.440e-09j     -2.360e-02-6.232e-05j
1.361e-04       3.967e+01-1.849e-02j      1.192e-06-1.371e-09j     -2.354e-02-6.208e-05j
1.362e-04       3.968e+01-1.843e-02j      7.153e-07-3.152e-09j     -2.348e-02-6.183e-05j
1.364e-04       3.969e+01-1.838e-02j     -7.153e-07+3.757e-09j     -2.342e-02-6.159e-05j
1.365e-04       3.970e+01-1.833e-02j     -9.537e-07+5.160e-09j     -2.337e-02-6.135e-05j
1.367e-04       3.971e+01-1.828e-02j      0.000e+00-5.382e-10j     -2.331e-02-6.111e-05j
1.368e-04       3.972e+01-1.822e-02j      4.768e-07-1.989e-09j     -2.325e-02-6.087e-05j
1.370e-04       3.973e+01-1.817e-02j     -1.431e-06+1.451e-09j     -2.319e-02-6.063e-05j
1.371e-04       3.974e+01-1.812e-02j     -7.153e-07+2.731e-09j     -2.313e-02-6.040e-05j
1.373e-04       3.975e+01-1.807e-02j     -4.768e-07+1.391e-09j     -2.308e-02-6.016e-05j
1.374e-04       3.976e+01-1.802e-02j      4.768e-07-3.044e-09j     -2.302e-02-5.992e-05j
1.375e-04       3.977e+01-1.796e-02j      7.153e-07-3.523e-09j     -2.296e-02-5.969e-05j
1.377e-04       3.978e+01-1.791e-02j     -7.153e-07+4.796e-09j     -2.290e-02-5.946e-05j
1.378e-04       3.979e+01-1.786e-02j     -2.384e-07+2.046e-09j     -2.285e-02-5.922e-05j
1.380e-04       3.980e+01-1.781e-02j     -1.192e-06+4.359e-09j     -2.279e-02-5.899e-05j
1.381e-04       3.981e+01-1.776e-02j      2.384e-07-8.216e-10j     -2.273e-02-5.876e-05j
1.383e-04       3.982e+01-1.771e-02j      2.384e-07-1.321e-11j     -2.268e-02-5.853e-05j
1.384e-04       3.983e+01-1.766e-02j     -2.384e-07+1.872e-09j     -2.262e-02-5.830e-05j
1.386e-04       3.984e+01-1.761e-02j      9.537e-07-4.194e-09j     -2.257e-02-5.807e-05j
1.387e-04       3.985e+01-1.756e-02j     -9.537e-07+3.963e-09j     -2.251e-02-5.785e-05j
1.388e-04       3.986e+01-1.750e-02j     -7.153e-07+2.432e-09j     -2.245e-02-5.762e-05j
1.390e-04       3.987e+01-1.745e-02j      9.537e-07-3.943e-09j     -2.240e-02-5.739e-05j
1.391e-04       3.988e+01-1.740e-02j      1.192e-06-5.019e-09j     -2.234e-02-5.717e-05j
1.393e-04       3.989e+01-1.735e-02j      0.000e+00+2.377e-09j     -2.229e-02-5.695e-05j
1.394e-04       3.990e+01-1.730e-02j     -1.192e-06+1.756e-09j     -2.223e-02-5.672e-05j
1.396e-04       3.991e+01-1.725e-02j     -7.153e-07+2.170e-09j     -2.218e-02-5.650e-05j
1.397e-04       3.992e+01-1.720e-02j     -1.192e-06+6.289e-09j     -2.212e-02-5.628e-05j
1.398e-04       3.993e+01-1.715e-02j     -4.768e-07+2.249e-09j     -2.207e-02-5.606e-05j
1.400e-04       3.994e+01-1.711e-02j     -9.537e-07+4.870e-09j     -2.202e-02-5.584e-05j
1.401e-04       3.995e+01-1.706e-02j     -2.384e-07-5.486e-10j     -2.196e-02-5.562e-05j
1.403e-04       3.996e+01-1.701e-02j     -1.192e-06+3.182e-09j     -2.191e-02-5.541e-05j
1.404e-04       3.997e+01-1.696e-02j      2.384e-07-1.859e-11j     -2.185e-02-5.519e-05j
1.406e-04       3.998e+01-1.691e-02j     -2.384e-07+2.468e-09j     -2.180e-02-5.498e-05j
1.407e-04       3.999e+01-1.686e-02j     -7.153e-07+3.118e-09j     -2.175e-02-5.476e-05j
1.409e-04       4.000e+01-1.681e-02j      9.537e-07-4.426e-09j     -2.169e-02-5.455e-05j
1.410e-04       4.000e+01-1.676e-02j      2.384e-07-2.842e-09j     -2.164e-02-5.433e-05j
1.411e-04       4.001e+01-1.671e-02j     -2.384e-07+2.661e-09j     -2.159e-02-5.412e-05j
1.413e-04       4.002e+01-1.667e-02j      4.768e-07-2.138e-09j     -2.153e-02-5.391e-05j
1.414e-04       4.003e+01-1.662e-02j      9.537e-07-3.321e-09j     -2.148e-02-5.370e-05j
1.416e-04       4.004e+01-1.657e-02j      0.000e+00+1.169e-09j     -2.143e-02-5.349e-05j
1.417e-04       4.005e+01-1.652e-02j     -1.431e-06+3.628e-09j     -2.138e-02-5.328e-05j
1.419e-04       4.006e+01-1.647e-02j     -2.384e-07+1.054e-09j     -2.133e-02-5.308e-05j
1.420e-04       4.007e+01-1.643e-02j      9.537e-07-3.339e-09j     -2.127e-02-5.287e-05j
1.421e-04       4.008e+01-1.638e-02j      4.768e-07-1.992e-09j     -2.122e-02-5.266e-05j
1.423e-04       4.009e+01-1.633e-02j      9.537e-07-4.327e-09j     -2.117e-02-5.246e-05j
1.424e-04       4.010e+01-1.629e-02j     -9.537e-07+3.620e-09j     -2.112e-02-5.225e-05j
1.426e-04       4.011e+01-1.624e-02j      1.669e-06-1.809e-09j     -2.107e-02-5.205e-05j
1.427e-04       4.012e+01-1.619e-02j      7.153e-07-2.953e-09j     -2.102e-02-5.185e-05j
1.429e-04       4.013e+01-1.614e-02j     -2.384e-07+2.281e-09j     -2.097e-02-5.164e-05j
1.430e-04       4.014e+01-1.610e-02j      1.192e-06-6.938e-09j     -2.092e-02-5.144e-05j
1.432e-04       4.015e+01-1.605e-02j      1.192e-06-5.171e-09j     -2.086e-02-5.124e-05j
1.433e-04       4.015e+01-1.600e-02j     -7.153e-07+2.472e-09j     -2.081e-02-5.104e-05j
1.434e-04       4.016e+01-1.596e-02j     -1.192e-06+2.365e-09j     -2.076e-02-5.084e-05j
1.436e-04       4.017e+01-1.591e-02j     -9.537e-07+1.989e-09j     -2.071e-02-5.065e-05j
1.437e-04       4.018e+01-1.587e-02j     -2.384e-07+2.111e-09j     -2.066e-02-5.045e-05j

1.439e-07       5.045e+00-1.239e-23j     -3.062e-09-1.097e-16j     -1.323e+02-3.937e-23j
2.877e-07       5.047e+00+7.684e-36j     -5.680e-09+6.804e-29j     -6.613e+01+1.220e-35j
4.316e-07       5.049e+00-2.279e-47j     -2.045e-09-2.018e-40j     -4.408e+01-2.413e-47j
5.755e-07       5.052e+00-3.194e-62j      5.166e-10-2.829e-55j     -3.306e+01-2.537e-62j
7.194e-07       5.056e+00-9.613e-85j      3.274e-09-8.517e-78j     -2.644e+01-6.107e-85j
8.632e-07      5.062e+00-2.152e-102j      1.877e-09-1.908e-95j    -2.203e+01-1.140e-102j
1.007e-06      5.068e+00+1.498e-112j     4.962e-09+1.328e-105j    -1.888e+01+6.796e-113j
1.151e-06      5.075e+00+7.683e-117j    -6.068e-09+9.749e-119j    -1.652e+01+3.051e-117j
1.295e-06       5.083e+00+1.900e-84j      1.278e-08+1.686e-77j     -1.468e+01+6.705e-85j
1.439e-06       5.091e+00-4.404e-67j      5.122e-09-3.912e-60j     -1.321e+01-1.399e-67j
1.583e-06       5.101e+00+4.601e-61j      1.455e-09-1.073e-63j     -1.201e+01+1.329e-61j
1.726e-06       5.112e+00-1.339e-43j      6.286e-09-1.191e-36j     -1.100e+01-3.545e-44j
1.870e-06       5.124e+00+2.638e-43j     -4.540e-09+4.344e-50j     -1.015e+01+6.447e-44j
2.014e-06       5.137e+00+3.809e-37j     -2.416e-07+3.553e-43j     -9.426e+00+8.643e-38j
2.158e-06       5.150e+00+3.514e-32j     -4.275e-07+1.139e-38j     -8.795e+00+7.442e-33j
2.302e-06       5.165e+00+4.032e-28j      7.400e-07+3.064e-35j     -8.242e+00+8.006e-29j
2.446e-06       5.181e+00+9.265e-25j      1.020e-07-4.623e-30j     -7.755e+00+1.731e-25j
2.590e-06       5.197e+00+6.035e-22j      3.958e-08-2.441e-26j     -7.321e+00+1.065e-22j
2.734e-06       5.215e+00+1.443e-19j     -2.992e-08-5.217e-27j     -6.933e+00+2.412e-20j
2.877e-06       5.233e+00+1.540e-17j     -6.577e-08-8.801e-25j     -6.583e+00+2.446e-18j
3.021e-06       5.253e+00+8.525e-16j     -6.100e-08+2.100e-23j     -6.267e+00+1.290e-16j
3.165e-06       5.274e+00+2.751e-14j      4.622e-08-2.727e-22j     -5.979e+00+3.972e-15j
3.309e-06       5.295e+00+5.672e-13j     -3.329e-08-3.812e-16j     -5.716e+00+7.834e-14j
3.453e-06       5.318e+00+8.040e-12j     -1.318e-07-7.951e-15j     -5.475e+00+1.064e-12j
3.597e-06       5.341e+00+8.311e-11j      6.240e-08+1.001e-17j     -5.253e+00+1.056e-11j
3.741e-06       5.366e+00+6.570e-10j      6.286e-08-3.237e-17j     -5.048e+00+8.026e-11j
3.885e-06       5.392e+00+4.130e-09j     -2.305e-08-2.910e-13j     -4.858e+00+4.858e-10j
4.028e-06       5.419e+00+2.132e-08j      2.948e-07+2.513e-13j     -4.681e+00+2.418e-09j
4.172e-06       5.446e+00+9.281e-08j     -2.584e-08-3.157e-15j     -4.517e+00+1.017e-08j
4.316e-06       5.475e+00+3.485e-07j     -3.958e-09+2.575e-12j     -4.363e+00+3.690e-08j
4.460e-06       5.505e+00+1.150e-06j      1.793e-08+4.591e-12j     -4.219e+00+1.179e-07j
4.604e-06       5.536e+00+3.389e-06j     -3.702e-08+9.545e-14j     -4.084e+00+3.364e-07j
4.748e-06       5.568e+00+9.039e-06j     -1.378e-07+1.562e-13j     -3.957e+00+8.701e-07j
4.892e-06       5.602e+00+2.207e-05j      7.451e-09+2.871e-09j     -3.838e+00+2.062e-06j
5.036e-06       5.636e+00+4.984e-05j     -1.038e-07-3.446e-10j     -3.725e+00+4.523e-06j
5.179e-06       5.672e+00+1.050e-04j      1.537e-08+3.181e-12j     -3.619e+00+9.261e-06j
5.323e-06       5.709e+00+2.077e-04j      8.522e-08+4.488e-12j     -3.518e+00+1.783e-05j
5.467e-06       5.747e+00+3.886e-04j      3.818e-08+1.786e-12j     -3.422e+00+3.248e-05j
5.611e-06       5.786e+00+6.915e-04j     -3.725e-09-8.786e-11j     -3.331e+00+5.632e-05j
5.755e-06       5.827e+00+1.176e-03j     -4.657e-10+8.687e-13j     -3.244e+00+9.339e-05j
5.899e-06       5.870e+00+1.920e-03j      3.446e-08-1.148e-10j     -3.162e+00+1.487e-04j
6.043e-06       5.913e+00+3.019e-03j     -7.451e-09+3.359e-11j     -3.083e+00+2.283e-04j
6.187e-06       5.959e+00+4.590e-03j     -1.211e-08+1.227e-10j     -3.008e+00+3.391e-04j
6.330e-06       6.006e+00+6.766e-03j     -6.193e-08+4.465e-11j     -2.937e+00+4.885e-04j
6.474e-06       6.054e+00+9.696e-03j     -3.260e-09+4.900e-12j     -2.868e+00+6.844e-04j
6.618e-06       6.104e+00+1.354e-02j     -1.863e-09-8.931e-11j     -2.802e+00+9.348e-04j
6.762e-06       6.155e+00+1.846e-02j      5.402e-08-2.727e-10j     -2.739e+00+1.247e-03j
6.906e-06       6.208e+00+2.461e-02j      3.539e-08-3.913e-10j     -2.678e+00+1.629e-03j
7.050e-06       6.262e+00+3.216e-02j      1.770e-08+6.860e-10j     -2.620e+00+2.085e-03j
7.194e-06       6.316e+00+4.125e-02j     -1.118e-08+3.151e-10j     -2.564e+00+2.621e-03j
7.338e-06       6.372e+00+5.198e-02j      6.519e-09+2.376e-10j     -2.511e+00+3.238e-03j
7.481e-06       6.429e+00+6.446e-02j     -1.024e-08-3.554e-11j     -2.459e+00+3.938e-03j
7.625e-06       6.486e+00+7.874e-02j     -8.382e-09+8.907e-10j     -2.409e+00+4.719e-03j
7.769e-06       6.543e+00+9.486e-02j     -3.539e-08+6.865e-10j     -2.361e+00+5.580e-03j
7.913e-06       6.600e+00+1.128e-01j     -1.397e-08+9.499e-10j     -2.315e+00+6.515e-03j
8.057e-06       6.657e+00+1.326e-01j      6.519e-09-5.151e-10j     -2.270e+00+7.519e-03j
8.201e-06       6.713e+00+1.540e-01j     -1.397e-08+1.708e-09j     -2.227e+00+8.584e-03j
8.345e-06       6.769e+00+1.772e-01j     -2.235e-08+3.975e-09j     -2.186e+00+9.703e-03j
8.489e-06       6.824e+00+2.019e-01j      5.588e-09-1.149e-09j     -2.146e+00+1.087e-02j
8.632e-06       6.879e+00+2.280e-01j      1.304e-08-5.715e-10j     -2.107e+00+1.207e-02j
8.776e-06       6.932e+00+2.554e-01j      6.333e-08+9.584e-09j     -2.070e+00+1.330e-02j
8.920e-06       6.984e+00+2.839e-01j     -7.451e-09+2.937e-11j     -2.034e+00+1.455e-02j
9.064e-06       7.035e+00+3.135e-01j     -6.054e-08+6.509e-10j     -1.999e+00+1.580e-02j
9.208e-06       7.085e+00+3.439e-01j      3.260e-08-1.213e-09j     -1.965e+00+1.707e-02j
9.352e-06       7.133e+00+3.750e-01j      1.024e-08+2.553e-09j     -1.933e+00+1.833e-02j
9.496e-06       7.180e+00+4.068e-01j      3.725e-09+1.573e-09j     -1.901e+00+1.958e-02j
9.640e-06       7.226e+00+4.390e-01j     -5.588e-09+1.019e-10j     -1.871e+00+2.082e-02j
9.783e-06       7.270e+00+4.716e-01j      1.118e-08-4.995e-10j     -1.841e+00+2.203e-02j
9.927e-06       7.313e+00+5.045e-01j     -1.490e-08+8.764e-09j     -1.812e+00+2.322e-02j
1.007e-05       7.355e+00+5.375e-01j     -7.078e-08-3.758e-10j     -1.785e+00+2.439e-02j
1.022e-05       7.395e+00+5.705e-01j     -3.725e-09-4.441e-09j     -1.758e+00+2.553e-02j
1.036e-05       7.434e+00+6.036e-01j     -3.539e-08+2.338e-10j     -1.731e+00+2.663e-02j
1.050e-05       7.472e+00+6.365e-01j     -6.147e-08-5.239e-09j     -1.706e+00+2.770e-02j
1.065e-05       7.509e+00+6.693e-01j      1.118e-08+3.020e-09j     -1.682e+00+2.873e-02j
1.079e-05       7.544e+00+7.019e-01j     -1.863e-09+4.774e-09j     -1.658e+00+2.973e-02j
1.093e-05       7.579e+00+7.342e-01j     -5.588e-09-2.931e-09j     -1.634e+00+3.069e-02j
